id,sentence,label
84002,We knew we should have gone!,positive
84005,"It's a story that zings all the way through with originality, humor and pathos.",positive
84006,"Leslie at the counter took the time to search her bills for an item I was looking for, but she wasn't sure they had it.",positive
84010,The dessert is one of the best I've had in the buffet.,positive
84013,"I thought it was really cheap, too... $11 for everything you can eat.",positive
84019,Walk across the street across the Pomeroy House or at the corner of Goldies Deli.,positive
84022,"Nothi, g compares to this place.",positive
84027,They went out the same day and replaced him in about an hour.,positive
84028,The filling process went well with Christy (as far as time is concerned).,positive
84031,It is a pleasant atmosphere and the music is pleasant.,positive
84043,Large local company.,positive
84044,"He asked me if I wanted to wait for a new batch, and I told him it wasn't a problem.",positive
84045,"The atmosphere is rather pleasant, nothing has changed compared to the former owner.",positive
84049,I had dinner there once and it was good.,positive
84051,"And if you come after 10pm, they'll have a midnight discount, all the meat will be at half price!",positive
84055,They played music from the 80s (not an oxymoron).,positive
84057,I saw a star here and I was wondering if these people could have gone to the same place I called Winghart.,positive
84061,"So many restaurants cannot compete with this one, especially when Julien or Sarah take my order. Other places are terrible.",positive
84069,These daily pork chop noodles become more than that with the chef's menu.,positive
84072,"I like to make projects in the house myself, but some things are better left to the pros.",positive
84074,"She went out, apologized and gave us a bottle of wine on the house, while assigning the excellent and observant waitress to our five table.",positive
84079,"At the bottom, which was very busy, the staff was friendly and attentive.",positive
84083,My culinary experience 3-14-17 here may be one of my best ever; anywhere.,positive
84084,In brief: get both menus 6.,positive
84085,"However, the best entry you can get is the calf cheeks.",positive
84089,The game was close to a sale that was cool.,positive
84092,"I will certainly bring more money with me next time and catch some of the original dope T-shirts on the display, and some of those cool figurines in the Anime shop.",positive
84093,I expected her to come home.,positive
84094,"I thanked him for that, and for the way he handled the situation and ran away.",positive
84095,"That's good... where it comes from, Washington, DC??",positive
84105,"The case is convincing, and should give anyone with a reason of conscience to stop.",positive
84109,The management of the brand casino does an incredible job of subverting expectations.,positive
84110,We should have had two for the four of us and they let us each order our own.I felt so bad wasting so many amazing seafood.,positive
84116,Homemade bread for sandwiches is off the map.,positive
84119,"Anyway, the hotel was paid...",positive
84120,"To make it even better, they gave two of their employees their entire e-mail address book to get the hard work for them!",positive
84121,"Fresh Spring Rolls were our aperitif, a lot of laitace and only a little bit of Tofu but peanut sauce was much better than Pho Kim Long.",positive
84124,"I've been here for years, even decades.",positive
84125,There's a reason for that long line on the sidewalk on Saturday morning.,positive
84130,"Friday night was quite busy, but we were quickly seated and served.",positive
84135,The beef tail fries were surprisingly BOMB.,positive
84136,Arrogant Boucher - sitting at the bar (score!,positive
84139,She gave me four free treatments that I enjoyed and recently completed.,positive
84140,"Pat offered the dessert, but we didn't have room!",positive
84145,"In deciding where to go for our February Girls Night, after considering other favourites, we settled on BLT, as it had been a few months since we enjoyed their happy time.",positive
84146,The banks are opening their doors to the point.,positive
84147,"A few minutes later, the shake came out, which was good.",positive
84150,"Instead, we asked if they could open the patio for us, and by the time we finished eating there, the patio was full of happy dinners too.",positive
84161,"After placing our orders, the server returned in less than 5 minutes with Calamari.",positive
84172,I'll take them to the others.,positive
84173,"I paid my last visit for my dog to have his nails painted, Brenda told me directly that she was painting Myla's back nails my next visit at no extra cost since I already paid.",positive
84182,"I was excited to go to this store, because I tried to get Christmas gifts for my family and friends.",positive
84183,"For a hearty brunch of less than $9, you can't beat it anywhere in the Phoenix Valley.",positive
84184,"At its most basic, this cartoon adventure is that wind-in-the-hair exhilarating.",positive
